prefix,input_text,target_text
sum,"an issue was discovered in certain apple products . ios before 11.1 is affected . safari before 11.0.1 is affected . icloud before 7.1 on windows is affected . itunes before 12.7.1 on windows is affected . tvos before 11.1 is affected . the issue involves the "" webkit "" component . it allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site .","in ios before 11.1 , safari before 11.0.1 , icloud before 7.1 for windows , itunes before 12.7.1 for windows , tvos before 11.1 , memory corruption is possible in the webkit component via a crafted web site . "
bug,"adobe reader and acrobat before 11.0.18 , acrobat and acrobat reader dc classic before 15.006.30243 , and acrobat and acrobat reader dc continuous before 15.020.20039 on windows and os x allow attackers to execute arbitrary code or cause a denial of service ( memory corruption ) via unspecified vectors , a different vulnerability than cve-2016-6940 , cve-2016-6941 , cve-2016-6942 , cve-2016-6943 , cve-2016-6947 , cve-2016-6948 , cve-2016-6950 , cve-2016-6951 , cve-2016-6954 , cve-2016-6955 , cve-2016-6959 , cve-2016-6960 , cve-2016-6966 , cve-2016-6970 , cve-2016-6972 , cve-2016-6973 , cve-2016-6974 , cve-2016-6975 , cve-2016-6976 , cve-2016-6977 , cve-2016-6978 , cve-2016-6995 , cve-2016-6996 , cve-2016-6997 , cve-2016-6998 , cve-2016-7000 , cve-2016-7001 , cve-2016-7002 , cve-2016-7003 , cve-2016-7004 , cve-2016-7005 , cve-2016-7006 , cve-2016-7007 , cve-2016-7008 , cve-2016-7009 , cve-2016-7010 , cve-2016-7011 , cve-2016-7012 , cve-2016-7013 , cve-2016-7014 , cve-2016-7015 , cve-2016-7016 , cve-2016-7017 , cve-2016-7018 , and cve-2016-7019 . ",a denial of service or arbitrary code execution attack is possible via unspecified vectors
sum,the dhcpv6 parser in tcpdump before 4.9.2 has a buffer over-read in print-dhcp6.c : dhcp6opt_print ( ) .,"in dhcpv6 parser of tcpdump before 4.9.2 , buffer overflow is possible in print-dhcp6.c  ."
sum,"webkit , as used in apple ios before 9 and itunes before 12.3 , allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site , a different vulnerability than other webkit cves listed in apple-sa-2015-09-16-1 and apple-sa-2015-09-16-3 . ","in apple ios before 9 , denial of service is possible via a crafted website for the webkit"
sum,"an issue was discovered in certain apple products . ios before 11.1 is affected . safari before 11.0.1 is affected . icloud before 7.1 on windows is affected . itunes before 12.7.1 on windows is affected . tvos before 11.1 is affected . the issue involves the "" webkit "" component . it allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site .","in ios before 11.1 , safari before 11.0.1 , icloud before 7.1 for windows , itunes before 12.7.1 for windows , tvos before 11.1 , memory corruption is possible in the webkit component via a crafted web site."
sum,an issue was discovered in certain apple products . macos before 10.13.1 is affected . the issue involves the remote management component . it allows attackers to execute arbitrary code in a privileged context or cause a denial of service ( memory corruption ) via a crafted app . ,"in macos before 10.13.1 , memory corruption is possible in the remote management via a crafted app . "
bug,"an issue was discovered in certain apple products . ios before 10.2.1 is affected . safari before 10.0.3 is affected . tvos before 10.1.1 is affected . the issue involves the "" webkit "" component . it allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site .",an issue with the webkit component allows remote attackers to execute arbitrary code and cause a denial of service ( memory corruption and application crash ) via a crafted web site .
sum,"the web-based user interface in cisco unified meetingplace 8.6 ( 1.9 ) allows remote attackers to read arbitrary files via an xml document containing an external entity declaration in conjunction with an entity reference , related to an xml external entity ( xxe ) issue , aka bug id cscus97452 . ","in cisco unified meetingplace 8.6 ( 1.9 ) , gaining information is possible via an xml document entity reference , related to an xml eternal entity ( xxe ) issue for the web-based user interface . "
swv,directory traversal vulnerability in index.php in thickbox gallery 2 allows remote attackers to include and execute arbitrary local files via a .. ( dot dot ) in the ln parameter . ,thickbox gallery 2
sum,crlf injection vulnerability in goform/formwlsitesurvey on the conceptronic c54apm access point with runtime code 1.26 allows remote attackers to inject arbitrary http headers and conduct http response splitting attacks via the submit-url parameter in a refresh action . ,"in conceptronic c54apm access point with runtime code 1.26 , httprs and crlf injection are possible via the submit_url parameter in a refresh action . "
sum,"webkit , as used in apple safari before 6.1.4 and 7.x before 7.0.4 , allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site , a different vulnerability than other webkit cves listed in apple-sa-2014-05-21-1 . ","in webkit , executing arbitrary commands is possible via a crafted web site . "
bug,"microsoft internet explorer 10 and 11 allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption ) via a crafted web site , aka internet explorer memory corruption vulnerability , a different vulnerability than cve-2015-1736 , cve-2015-1737 , and cve-2015-1755 . ",denial of service is possible via a crafted web site . 
sum,directory traversal vulnerability in web/ajax_pluginconf.php in the magmi ( aka magento mass importer ) plugin for magento server allows remote attackers to read arbitrary files via a .. ( dot dot ) in the file parameter .,in web/ajax_pluginconf.php in the magmi ( aka magento mass importer ) plugin for magento server remote attackers can read arbitrary files via a .. ( dot dot ) in the file parameter
swv,"an issue was discovered in certain apple products . ios before 11.1 is affected . safari before 11.0.1 is affected . icloud before 7.1 on windows is affected . itunes before 12.7.1 on windows is affected . tvos before 11.1 is affected . the issue involves the "" webkit "" component . it allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site .",ios before 11.1 safari before 11.0.1 icloud before 7.1 for windows itunes before 12.7.1 for windows tvos before 11.1
sum,cross-site request forgery ( csrf ) vulnerability in ibm flex system en6131 40gb ethernet and ib6131 40gb infiniband switch 3.4.0000 and earlier . ,in ibm flex system en6131 40gb ethernet and ib6131 40gb infiniband switch 3.4.0000 and earlier a csrf vulnerability exists
sum,"the ( 1 ) ibm tivoli identity manager active directory adapter before 5.1.24 and ( 2 ) ibm security identity manager active directory adapter before 6.0.14 for ibm security identity manager on windows , when certain log and trace levels are configured , store the cleartext administrator password in a log file , which allows local users to obtain sensitive information by reading a file . ","in ibm tivoli identity manager active directory adapter before 5.1.24 and ibm security identity manager active directory adapter before 6.0.14 for ibm security identity manager on windows , gaining information is possible via reading a file . "
swv,"webkit , as used in apple ios before 9 and itunes before 12.3 , allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site , a different vulnerability than other webkit cves listed in apple-sa-2015-09-16-1 and apple-sa-2015-09-16-3 . ",apple ios before 9
swv,"this cve id is unique from cve-2017-8470 , cve-2017-8471 , cve-2017-8472 , cve-2017-8473 , cve-2017-8477 , and cve-2017-8484 . microsoft windows 7 sp1 , windows server 2008 sp2 and r2 sp1 , windows server 2012 and r2 , windows 10 gold , 1511 , 1607 , and 1703 , and windows server 2016 allow an authenticated attacker to run a specially crafted application when the windows kernel improperly initializes objects in memory , aka win32k information disclosure vulnerability . ","microsoft windows 7 sp1 , windows server 2008 sp2 and r2 sp1 , windows server 2012 and r2 , windows 10 gold , 1511 , 1607 , and 1703 , and windows server 2016"
